id,word,total_count,total_frequency,trump_count,trump_frequency
21067,devastating!,1,7.41E-06,1,7.41E-06
21068,"GREAT news! New government of Sudan, which is making great progress, agreed to pay $335 MILLION to U.S. terror victims and families. Once deposited, I will lift Sudan from the State Sponsors of Terrorism list. At long last, JUSTICE for the American people and BIG step for Sudan!",1,7.41E-06,1,7.41E-06
21069,"Sudan,",1,7.41E-06,1,7.41E-06
21070,"progress,",1,7.41E-06,1,7.41E-06
21071,$335,1,7.41E-06,1,7.41E-06
21072,"deposited,",1,7.41E-06,1,7.41E-06
21074,Sponsors,1,7.41E-06,1,7.41E-06
21075,Terrorism,1,7.41E-06,1,7.41E-06
21076,"last,",1,7.41E-06,1,7.41E-06
21077,Sudan!,1,7.41E-06,1,7.41E-06
21078,"Dr.Tony Fauci says we donâ€™t allow him to do television, and yet I saw him last night on @60Minutes, and he seems to get more airtime than anybody since the late, great, Bob Hope. All I ask of Tony is that he make better decisions. He said â€œno masks &amp; let China inâ€. Also, Bad arm!",1,7.41E-06,1,7.41E-06
21079,Dr.Tony,1,7.41E-06,1,7.41E-06
21080,airtime,1,7.41E-06,1,7.41E-06
21081,Hope.,1,7.41E-06,1,7.41E-06
21082,inâ€.,1,7.41E-06,1,7.41E-06
21083,arm!,1,7.41E-06,1,7.41E-06
21084,"...P.S. Tony should stop wearing the Washington Nationalsâ€™ Mask for two reasons. Number one, it is not up to the high standards that he should be exposing. Number two, it keeps reminding me that Tony threw out perhaps the worst first pitch in the history of Baseball!",1,7.41E-06,1,7.41E-06
21085,...P.S.,1,7.41E-06,1,7.41E-06
21086,Nationalsâ€™,1,7.41E-06,1,7.41E-06
21087,standards,1,7.41E-06,1,7.41E-06
21088,exposing.,1,7.41E-06,1,7.41E-06
21090,reminding,1,7.41E-06,1,7.41E-06
21091,Baseball!,1,7.41E-06,1,7.41E-06
21092,"Governor Cuomo has shown tremendously poor leadership skills in running N.Y. Bad time for him to be writing and promoting a book, especially since he has done such a poor job with Covid and Crime. So many unnecessary deaths. The City &amp; State have sunk to historic lows...",1,7.41E-06,1,7.41E-06
21093,skills,1,7.41E-06,1,7.41E-06
21094,Crime.,1,7.41E-06,1,7.41E-06
21095,sunk,1,7.41E-06,1,7.41E-06
21096,lows...,1,7.41E-06,1,7.41E-06
21097,"....Washington wants nothing to do with him, and thatâ€™s so bad for New York, which has become a ghost town. Andrew spends too much time listening to his brother, Fredo. Forget the books and your apology tour. The Federal Government would love to help New York regain its luster!",1,7.41E-06,1,7.41E-06
21098,....Washington,1,7.41E-06,1,7.41E-06
21099,ghost,1,7.41E-06,1,7.41E-06
21100,spends,1,7.41E-06,1,7.41E-06
21101,Fredo.,1,7.41E-06,1,7.41E-06
21103,tour.,1,7.41E-06,1,7.41E-06
21104,regain,1,7.41E-06,1,7.41E-06
21105,luster!,1,7.41E-06,1,7.41E-06
21106,A perfect strike for the American people! https://t.co/LqqvhWpqis,1,7.41E-06,1,7.41E-06
21107,https://t.co/LqqvhWpqis,1,7.41E-06,1,7.41E-06
21108,Heading for Tucson. See you in a little while. Winning Arizona!,1,7.41E-06,1,7.41E-06
21109,Tucson.,1,7.41E-06,1,7.41E-06
21110,"To the great people of New York, California, and Illinois, your states are way too highly taxed, big crime, people fleeing, and just about every other problem you can have. VOTE TRUMP, I will turn them around for you, FAST!",1,7.41E-06,1,7.41E-06
21111,"taxed,",1,7.41E-06,1,7.41E-06
21112,"â€œStock Markets will hit new highs if President Trump wins.  Tremendous growth like never before. If Biden wins, itâ€™s strangulation. Not good.â€ @SteveKalayjian @Varneyco",1,7.41E-06,1,7.41E-06
21113,â€œStock,1,7.41E-06,1,7.41E-06
21114,highs,1,7.41E-06,1,7.41E-06
21115,strangulation.,1,7.41E-06,1,7.41E-06
21116,good.â€,1,7.41E-06,1,7.41E-06
21117,@SteveKalayjian,1,7.41E-06,1,7.41E-06
21118,WISCONSIN! Early voting is now underwayâ€”letâ€™s #MAGA! https://t.co/gsFSghkmdM,1,7.41E-06,1,7.41E-06
21120,underwayâ€”letâ€™s,1,7.41E-06,1,7.41E-06
21121,Lesley Stahl of 60 Minutes not wearing a mask in the White House after her interview with me. Much more to come. https://t.co/0plZG6a4fH,1,7.41E-06,1,7.41E-06
21125,https://t.co/0plZG6a4fH,1,7.41E-06,1,7.41E-06
21126,"I am pleased to inform you that, for the sake of accuracy in reporting, I am considering posting my interview with Lesley Stahl of 60 Minutes, PRIOR TO AIRTIME! This will be done so that everybody can get a glimpse of what a FAKE and BIASED interview is all about...",1,7.41E-06,1,7.41E-06
21127,sake,1,7.41E-06,1,7.41E-06
21128,accuracy,1,7.41E-06,1,7.41E-06
21129,"reporting,",1,7.41E-06,1,7.41E-06
21130,posting,1,7.41E-06,1,7.41E-06
21131,"Minutes,",1,7.41E-06,1,7.41E-06
21132,PRIOR,1,7.41E-06,1,7.41E-06
21133,AIRTIME!,1,7.41E-06,1,7.41E-06
21134,glimpse,1,7.41E-06,1,7.41E-06
21135,BIASED,1,7.41E-06,1,7.41E-06
21137,...Everyone should compare this terrible Electoral Intrusion with the recent interviews of Sleepy Joe Biden!,1,7.41E-06,1,7.41E-06
21138,...Everyone,1,7.41E-06,1,7.41E-06
21139,compare,1,7.41E-06,1,7.41E-06
21141,Intrusion,1,7.41E-06,1,7.41E-06
21143,"Biden Sought â€˜Grand Bargainâ€™ to Reduce Deficit Through Cuts to Social Security https://t.co/lpy2GGf8Sv via @BreitbartNews Joe Biden pushed hard to CUT YOUR SOCIAL SECURITY. If elected, he will do it again. I wonâ€™t, never!!!",1,7.41E-06,1,7.41E-06
21144,Sought,1,7.41E-06,1,7.41E-06
21145,â€˜Grand,1,7.41E-06,1,7.41E-06
21146,Bargainâ€™,1,7.41E-06,1,7.41E-06
21147,Deficit,1,7.41E-06,1,7.41E-06
21148,Through,1,7.41E-06,1,7.41E-06
21149,https://t.co/lpy2GGf8Sv,1,7.41E-06,1,7.41E-06
21150,SECURITY.,1,7.41E-06,1,7.41E-06
21151,never!!!,1,7.41E-06,1,7.41E-06
21152,"WSJ Editorial Board: Joe Biden Must Answer Questions About Hunter Biden and China https://t.co/pF2M9i9OSu via @BreitbartNews Joe Biden is a totally corrupt politician, and got caught. At least now he wonâ€™t be able to raise your Taxes - Biggest increase in U.S. history!",1,7.41E-06,1,7.41E-06
21157,"Vote Trump to save your Second Amendment, Virginia! https://t.co/IQkCo67DXH",1,7.41E-06,1,7.41E-06
21158,https://t.co/IQkCo67DXH,1,7.41E-06,1,7.41E-06
21159,Happening all over USA. No wonder California is never in play for Republicans. Rigged Election! https://t.co/aBFIEYy0Kn,1,7.41E-06,1,7.41E-06
21160,https://t.co/aBFIEYy0Kn,1,7.41E-06,1,7.41E-06
21161,"Remember, BIDEN is going to raise your taxes at a level never seen before. This will not only be very costly for you, it will destroy our economy, which is coming back very rapidly.",1,7.41E-06,1,7.41E-06
21162,rapidly.,1,7.41E-06,1,7.41E-06
21163,"Your 401kâ€™s will crash with Biden. Massive Biden Tax and Regulation increases will destroy all that you have built! Additionally, 180 Million People will lose their Private Healthcare Plans.",1,7.41E-06,1,7.41E-06
21164,Plans.,1,7.41E-06,1,7.41E-06
21165,Kayleigh McEnany presenting Lesley Stahl (@60Minutes) with some of the many things weâ€™ve done for Healthcare. Lesley had no idea! https://t.co/8bfIxkFiXt,1,7.41E-06,1,7.41E-06
21166,Kayleigh,1,7.41E-06,1,7.41E-06
21167,McEnany,1,7.41E-06,1,7.41E-06
21168,presenting,1,7.41E-06,1,7.41E-06
21169,(@60Minutes),1,7.41E-06,1,7.41E-06
21170,idea!,1,7.41E-06,1,7.41E-06
21171,https://t.co/8bfIxkFiXt,1,7.41E-06,1,7.41E-06
21172,"Senator @CindyHydeSmith delivers for Mississippi! She helped us Cut your Taxes, Secure our Border, and Defend the Second Amendment. Cindy's opponent, Mike Espy, is a Corrupt Politician who will Raise your Taxes and Open your Borders! Vote for Cindy! #MSSEN https://t.co/8YzRzj3ngC",1,7.41E-06,1,7.41E-06
21173,@CindyHydeSmith,1,7.41E-06,1,7.41E-06
21174,Mississippi!,1,7.41E-06,1,7.41E-06
21175,Cindy's,1,7.41E-06,1,7.41E-06
21176,"Espy,",1,7.41E-06,1,7.41E-06
21177,Politician,1,7.41E-06,1,7.41E-06
21178,Raise,1,7.41E-06,1,7.41E-06
21179,Cindy!,1,7.41E-06,1,7.41E-06
21180,#MSSEN,1,7.41E-06,1,7.41E-06
21181,https://t.co/8YzRzj3ngC,1,7.41E-06,1,7.41E-06
21182,"Congressman Ken Buck (@BuckForColorado) is a champion for the incredible People of Colorado! He is Strong on Law &amp; Order, Low Taxes, Border Security, our Military &amp; Vets, and he will always defend your Second Amendment. Ken has my Complete and Total Endorsement! #CO04",1,7.41E-06,1,7.41E-06
21183,Buck,1,7.41E-06,1,7.41E-06
21184,(@BuckForColorado),1,7.41E-06,1,7.41E-06
21185,#CO04,1,7.41E-06,1,7.41E-06
21186,"Congressman Darin LaHood (@ElectLaHood) is a fighter for Illinois! A strong supporter of our #MAGA agenda, he is helping us Drain the Swamp, Deliver for our Farmers, and Defend your Second Amendment. Darin has my Complete and Total Endorsement! #IL18 https://t.co/IDHISoPgSX",1,7.41E-06,1,7.41E-06
21188,LaHood,1,7.41E-06,1,7.41E-06
21189,(@ElectLaHood),1,7.41E-06,1,7.41E-06
21190,"Swamp,",1,7.41E-06,1,7.41E-06
21192,#IL18,1,7.41E-06,1,7.41E-06
21193,https://t.co/IDHISoPgSX,1,7.41E-06,1,7.41E-06
21194,"Congressman @BryanSteil is doing a great job for the people of Wisconsin! He fights hard for Wisconsinâ€™s Incredible Workers, our Brave Law Enforcement, and your Second Amendment. Bryan has my Complete and Total Endorsement! #WI01 https://t.co/msoCDgO7iX",1,7.41E-06,1,7.41E-06
21195,@BryanSteil,1,7.41E-06,1,7.41E-06
21196,Wisconsinâ€™s,1,7.41E-06,1,7.41E-06
21197,Bryan,1,7.41E-06,1,7.41E-06
21198,#WI01,1,7.41E-06,1,7.41E-06
21199,https://t.co/msoCDgO7iX,1,7.41E-06,1,7.41E-06
21200,"Congresswoman @EliseStefanik is doing a terrific job for New York! She fiercely defends us and exposes the Radical Left's lies! Strong on our Second Amendment, Vets, Military and New York Law Enforcement, Elise has my Complete and Total Endorsement! #NY21 https://t.co/T7gzh5PjVn",1,7.41E-06,1,7.41E-06
21201,@EliseStefanik,1,7.41E-06,1,7.41E-06
21203,Left's,1,7.41E-06,1,7.41E-06
21204,Elise,1,7.41E-06,1,7.41E-06
21205,#NY21,1,7.41E-06,1,7.41E-06
21206,https://t.co/T7gzh5PjVn,1,7.41E-06,1,7.41E-06
21207,".@DanRodimer will be an incredible Congressman for Nevada! A former professional wrestler, he will fight for Lower Taxes, Better Education and More Jobs, and he will always support our Brave Law Enforcement. Dan has my Complete and Total Endorsement! #NV03 https://t.co/peXI1NhGXe",1,7.41E-06,1,7.41E-06
21208,.@DanRodimer,1,7.41E-06,1,7.41E-06
21209,"wrestler,",1,7.41E-06,1,7.41E-06
21210,#NV03,1,7.41E-06,1,7.41E-06
21211,https://t.co/peXI1NhGXe,1,7.41E-06,1,7.41E-06
21212,"Jim Marchant (@VoteJimMarchant) will be an incredible Congressman for Nevada! Unlike his Radical Left opponent, Jim is Strong on Jobs, Law Enforcement, our Military &amp; Vets, and your Second Amendment. Jim has my Complete and Total Endorsement! #NV04 https://t.co/lHudo1M9os",1,7.41E-06,1,7.41E-06
21213,Marchant,1,7.41E-06,1,7.41E-06
21214,(@VoteJimMarchant),1,7.41E-06,1,7.41E-06
21215,#NV04,1,7.41E-06,1,7.41E-06
21216,https://t.co/lHudo1M9os,1,7.41E-06,1,7.41E-06
21217,"Paul Junge (@VotePaulJunge) will be a great Congressman for Michigan! He helped Secure our Border in my Administration, and he will help us Lower your Taxes, Create Jobs, and put America First in Congress. Paul has my Complete and Total Endorsement! #MI08 https://t.co/zIk7RiuRq2",1,7.41E-06,1,7.41E-06
21218,Junge,1,7.41E-06,1,7.41E-06
21219,(@VotePaulJunge),1,7.41E-06,1,7.41E-06
21220,#MI08,1,7.41E-06,1,7.41E-06
21221,https://t.co/zIk7RiuRq2,1,7.41E-06,1,7.41E-06
21222,"Eric Esshaki (@EsshakiCongress) will be a tremendous advocate for Michigan and the first Chaldean in Congress! He will help us Lower your Taxes, Defend your Second Amendment and Deliver Great Healthcare. Eric has my Complete and Total Endorsement! #MI11 https://t.co/nxDv26UfZp",1,7.41E-06,1,7.41E-06
21223,Esshaki,1,7.41E-06,1,7.41E-06
21224,(@EsshakiCongress),1,7.41E-06,1,7.41E-06
21225,Chaldean,1,7.41E-06,1,7.41E-06
21226,#MI11,1,7.41E-06,1,7.41E-06
21227,https://t.co/nxDv26UfZp,1,7.41E-06,1,7.41E-06
21228,".@JimOberweis will be a terrific Congressman for Illinois! A successful businessman, he will Create Jobs, Lower Taxes, Defend Law &amp; Order, and Protect your Second Amendment from the Radical Left. Jim has my Complete and Total Endorsement! #IL14 https://t.co/lb5qk4KaNF",1,7.41E-06,1,7.41E-06
21229,.@JimOberweis,1,7.41E-06,1,7.41E-06
21230,#IL14,1,7.41E-06,1,7.41E-06
21231,https://t.co/lb5qk4KaNF,1,7.41E-06,1,7.41E-06
21232,"Michelle Fischbach (@FischbachMN7) is running for Congress in Minnesota. She Strongly Supports our Brave Law Enforcement, the Second Amendment, your Families and our incredible Farmers. Michelle has my Complete and Total Endorsement! #MN07 https://t.co/6FH77P2VEB",1,7.41E-06,1,7.41E-06
21233,Fischbach,1,7.41E-06,1,7.41E-06
21234,(@FischbachMN7),1,7.41E-06,1,7.41E-06
21235,"Just donâ€™t see any way Nancy Pelosi and Cryinâ€™ Chuck Schumer will be willing to do what is right for our great American workers, or our wonderful USA itself, on Stimulus. Their primary focus is BAILING OUT poorly run (and high crime) Democrat cities and states....",1,7.41E-06,1,7.41E-06
21236,Stimulus.,1,7.41E-06,1,7.41E-06
21237,crime),1,7.41E-06,1,7.41E-06
21238,states....,1,7.41E-06,1,7.41E-06
21239,....Should take care of our people. It wasnâ€™t their fault that the Plague came in from China!,1,7.41E-06,1,7.41E-06
21240,....Should,1,7.41E-06,1,7.41E-06
21241,See you soon North Carolina! https://t.co/MWfyg4ux69 https://t.co/hfbrBTgu15,1,7.41E-06,1,7.41E-06
21242,https://t.co/MWfyg4ux69,1,7.41E-06,1,7.41E-06
21243,https://t.co/hfbrBTgu15,1,7.41E-06,1,7.41E-06
21244,WSJ Editorial Board: Joe Biden Must Answer Questions About Hunter Biden and China https://t.co/pF2M9i9OSu via @BreitbartNews,1,7.41E-06,1,7.41E-06
21245,Pennsylvania Trump Voters Show Passion: â€˜Heâ€˜s a Man that Wants to Do It All for Americaâ€˜ https://t.co/1oYXtzAyhT via @BreitbartNews,1,7.41E-06,1,7.41E-06
21246,Passion:,1,7.41E-06,1,7.41E-06
21247,â€˜Heâ€˜s,1,7.41E-06,1,7.41E-06
21248,Man,1,7.41E-06,1,7.41E-06
21249,Americaâ€˜,1,7.41E-06,1,7.41E-06
21250,https://t.co/1oYXtzAyhT,1,7.41E-06,1,7.41E-06
21251,"Exclusive: Forgotten by Obama-Biden Auto Bailout, Delphi Workers Refuse to Forget What Was Taken from Them (Part One) https://t.co/T8SME62Vb4 via @BreitbartNews Biden was a disaster on this. All talk and no action. Remember and VOTE!",1,7.41E-06,1,7.41E-06
21252,"Bailout,",1,7.41E-06,1,7.41E-06
21254,Refuse,1,7.41E-06,1,7.41E-06
21255,Taken,1,7.41E-06,1,7.41E-06
21256,Them,1,7.41E-06,1,7.41E-06
21257,(Part,1,7.41E-06,1,7.41E-06
21258,One),1,7.41E-06,1,7.41E-06
21259,https://t.co/T8SME62Vb4,1,7.41E-06,1,7.41E-06
21260,"The Radical Biden-Harris Agenda is projected to slash the typical Americanâ€™s income by $6,500 per year. They will raise TAXES by $4 TRILLION DOLLARS â€“ triggering a mass exodus of jobs out of America and into foreign countries.  https://t.co/pUVreuusxz",1,7.41E-06,1,7.41E-06
21261,Biden-Harris,1,7.41E-06,1,7.41E-06
21262,projected,1,7.41E-06,1,7.41E-06
21264,Americanâ€™s,1,7.41E-06,1,7.41E-06
21265,"$6,500",1,7.41E-06,1,7.41E-06
21267,DOLLARS,1,7.41E-06,1,7.41E-06
21268,triggering,1,7.41E-06,1,7.41E-06
21269,exodus,1,7.41E-06,1,7.41E-06
21270,https://t.co/pUVreuusxz,1,7.41E-06,1,7.41E-06
21271,The first thing Washington Democrats will do if Biden is elected is pack the Supreme Court with radical left judges who will eliminate your 2nd Amendment. https://t.co/hcEZcys5cn,1,7.41E-06,1,7.41E-06
21272,https://t.co/hcEZcys5cn,1,7.41E-06,1,7.41E-06
21273,"If I do not sound like a typical Washington politician, itâ€™s because Iâ€™m NOT a politician. If I do not always play by the rules of the Washington Establishment, itâ€™s because I was elected to fight for YOU, harder than anyone ever has before! https://t.co/gsFSghkmdM",1,7.41E-06,1,7.41E-06
21275,"For years you had a President who apologized for Americaâ€”now you have a President who is standing up for America, and standing up for YOU. So get your friends, get your family, get your neighbors and co-workers, and GET OUT AND VOTE. Together, we are going to #MAGA! https://t.co/1EscDM2EuN",1,7.41E-06,1,7.41E-06
21278,https://t.co/1EscDM2EuN,1,7.41E-06,1,7.41E-06
21279,"I did more in 47 months than Biden did in 47 years. A VOTE for Republicans is a VOTE for SAFE communities, great JOBS, and a limitless FUTURE for ALL AMERICANS! https://t.co/gsFSgh2KPc https://t.co/A7GSc2ET9c",1,7.41E-06,1,7.41E-06
21280,FUTURE,1,7.41E-06,1,7.41E-06
21281,AMERICANS!,1,7.41E-06,1,7.41E-06
21282,https://t.co/A7GSc2ET9c,1,7.41E-06,1,7.41E-06
21283,"I am not just running against Biden, I am running against the Corrupt Media, the Big Tech Giants, and the Washington Swamp. It is time to send a message to these wealthy liberal hypocrites by delivering Joe Biden a THUNDERING defeat on November 3rd! #MAGA https://t.co/gsFSgh2KPc https://t.co/eRRgjnhyIi",1,7.41E-06,1,7.41E-06
21284,"Giants,",1,7.41E-06,1,7.41E-06
21286,wealthy,1,7.41E-06,1,7.41E-06
21287,hypocrites,1,7.41E-06,1,7.41E-06
21288,THUNDERING,1,7.41E-06,1,7.41E-06
21289,https://t.co/eRRgjnhyIi,1,7.41E-06,1,7.41E-06
21290,"Ratcliffe: Iran and Russia Have Obtained Voter Info, Iran Has Tried to â€˜Damage President Trumpâ€˜ https://t.co/8DVFoD5CTc via @BreitbartNews",1,7.41E-06,1,7.41E-06
21291,Ratcliffe:,1,7.41E-06,1,7.41E-06
21292,Obtained,1,7.41E-06,1,7.41E-06
21293,"Info,",1,7.41E-06,1,7.41E-06
21294,â€˜Damage,1,7.41E-06,1,7.41E-06
21295,Trumpâ€˜,1,7.41E-06,1,7.41E-06
21296,https://t.co/8DVFoD5CTc,1,7.41E-06,1,7.41E-06
21297,Depression! https://t.co/WhPPdrze4B,1,7.41E-06,1,7.41E-06
21298,https://t.co/WhPPdrze4B,1,7.41E-06,1,7.41E-06
21299,Virginia! https://t.co/RNKJNCSkrZ,1,7.41E-06,1,7.41E-06
21300,https://t.co/RNKJNCSkrZ,1,7.41E-06,1,7.41E-06
21301,"I will soon be giving a first in television history full, unedited preview of the vicious attempted â€œtakeoutâ€ interview of me by Lesley Stahl of @60Minutes. Watch her constant interruptions &amp; anger. Compare my full, flowing and â€œmagnificently brilliantâ€ answers to their â€œQâ€™sâ€. https://t.co/L3szccGamP",1,7.41E-06,1,7.41E-06
21304,preview,1,7.41E-06,1,7.41E-06
21305,â€œtakeoutâ€,1,7.41E-06,1,7.41E-06
21306,@60Minutes.,1,7.41E-06,1,7.41E-06
21307,anger.,1,7.41E-06,1,7.41E-06
21309,â€œmagnificently,1,7.41E-06,1,7.41E-06
21310,brilliantâ€,1,7.41E-06,1,7.41E-06
21311,â€œQâ€™sâ€.,1,7.41E-06,1,7.41E-06
21312,https://t.co/L3szccGamP,1,7.41E-06,1,7.41E-06
21313,"The GREAT Bobby Bowden, one of the best coaches EVER in College Football, on his full recovery from Covid-19 â€œ....America is the greatest country this side of heaven. Iâ€™ve had a chance to get a lot of wins in my life, but I really wanted to win this one because I wanted....",1,7.41E-06,1,7.41E-06
21315,"Bowden,",1,7.41E-06,1,7.41E-06
21316,coaches,1,7.41E-06,1,7.41E-06
21317,â€œ....America,1,7.41E-06,1,7.41E-06
21318,heaven.,1,7.41E-06,1,7.41E-06
21319,wanted....,1,7.41E-06,1,7.41E-06
21320,....to be around to vote for President Trump.â€ Over 300 wins and 2 National Championships. Thank you to Florida State for giving us Bobby Bowden!,1,7.41E-06,1,7.41E-06
21321,Championships.,1,7.41E-06,1,7.41E-06
21322,Bowden!,1,7.41E-06,1,7.41E-06
21323,".@FoxNews Polls are totally FAKE, just like they were in 2016. I am leading in all of the states mentioned, which you will soon see. I thought Fox was getting rid of its pollster. Sadly, it never happened!",1,7.41E-06,1,7.41E-06
21324,"mentioned,",1,7.41E-06,1,7.41E-06
21325,happened!,1,7.41E-06,1,7.41E-06
21326,Judiciary Committee approves Judge Barrett. Moves to full Senate for final vote. Big day for America!,1,7.41E-06,1,7.41E-06
21327,Moves,1,7.41E-06,1,7.41E-06
21328,"Really good polling numbers as people realize all that we have done. Rasmussen Approval Rating, just out, 52%. Approval Rating in the Republican Party, 96%. Thank you!",1,7.41E-06,1,7.41E-06
21329,"Look at the bias, hatred and rudeness on behalf of 60 Minutes and CBS. Tonightâ€™s anchor, Kristen Welker, is far worse! #MAGA  https://t.co/ETDJzMQg8X",1,7.41E-06,1,7.41E-06
21330,"bias,",1,7.41E-06,1,7.41E-06
21331,rudeness,1,7.41E-06,1,7.41E-06
21332,CBS.,1,7.41E-06,1,7.41E-06
21333,Tonightâ€™s,1,7.41E-06,1,7.41E-06
21334,Kristen,1,7.41E-06,1,7.41E-06
21335,"Welker,",1,7.41E-06,1,7.41E-06
21336,https://t.co/ETDJzMQg8X,1,7.41E-06,1,7.41E-06
21337,"Obama is campaigning for us. Every time he speaks, people come over to our side. He didnâ€™t even want to endorse Sleepy Joe. Did so long after primaries were over!",1,7.41E-06,1,7.41E-06
21338,"speaks,",1,7.41E-06,1,7.41E-06
21339,side.,1,7.41E-06,1,7.41E-06
21341,"Finally! Suburban women are flocking over to us. They realize that I am saving the Suburbs - the American Dream! I terminated the Regulation that would bring projects and crime to Suburbia. Not on my watch! Biden will bring the Regulation back, but bigger and worse.",1,7.41E-06,1,7.41E-06
21342,Finally!,1,7.41E-06,1,7.41E-06
21343,flocking,1,7.41E-06,1,7.41E-06
21344,Suburbia.,1,7.41E-06,1,7.41E-06
21345,Biden wants to Pack the Court with Radical Left crazies. He doesnâ€™t even want to make a list to explain who they are. Canâ€™t let this happen!,1,7.41E-06,1,7.41E-06
21346,crazies.,1,7.41E-06,1,7.41E-06
21347,Wow. Todayâ€™s @nypost story on Joe Bidenâ€™s corruption is a monster. Many witnesses to a crime against our Country. This isnâ€™t going away. Even the Lamestream Media is starting to say it must be covered!,1,7.41E-06,1,7.41E-06
21348,monster.,1,7.41E-06,1,7.41E-06
21349,covered!,1,7.41E-06,1,7.41E-06
21350,Just left the White House for the Great State of Tennessee!  https://t.co/s2ScYMTN9l,1,7.41E-06,1,7.41E-06
21351,https://t.co/s2ScYMTN9l,1,7.41E-06,1,7.41E-06
21352,Suburban women want Safety &amp; Security. Joe Biden cannot give that to anyone! https://t.co/NWSZ5tGz5E,1,7.41E-06,1,7.41E-06
21353,anyone!,1,7.41E-06,1,7.41E-06
21354,https://t.co/NWSZ5tGz5E,1,7.41E-06,1,7.41E-06
21355,Just signed an order to support the workers of Delphi Corporation and make sure that we protect the pensions of all American workers! Obama-Biden FAILED American workers and FAILED the workers of Delphi. I ALWAYS put American workers FIRST!,1,7.41E-06,1,7.41E-06
21356,Corporation,1,7.41E-06,1,7.41E-06
21357,pensions,1,7.41E-06,1,7.41E-06
21358,Delphi.,1,7.41E-06,1,7.41E-06
21359,"As per your request, Joe... https://t.co/78mzcfLEsF https://t.co/AalVkSfHFi",1,7.41E-06,1,7.41E-06
21360,Joe...,1,7.41E-06,1,7.41E-06
21361,https://t.co/78mzcfLEsF,1,7.41E-06,1,7.41E-06
21362,https://t.co/AalVkSfHFi,1,7.41E-06,1,7.41E-06
21363,"HUGE win today for the United States and for peace in the world. Sudan has agreed to a peace and normalization agreement with Israel! With the United Arab Emirates and Bahrain, thatâ€™s THREE ArabÂ countries to have done so in only a matter of weeks. More will follow! https://t.co/UHB8H6oaZc",1,7.41E-06,1,7.41E-06
21364,normalization,1,7.41E-06,1,7.41E-06
21365,Israel!,1,7.41E-06,1,7.41E-06
21366,ArabÂ countries,1,7.41E-06,1,7.41E-06
21367,https://t.co/UHB8H6oaZc,1,7.41E-06,1,7.41E-06
21368,"Today is the LAST DAY to register to VOTE in-person, in the Great State of Nebraska! GetÂ everything you need to cast your vote and MAKE AMERICA GREAT AGAIN, below! https://t.co/WwzdPhDkAZ",1,7.41E-06,1,7.41E-06
21369,LAST,1,7.41E-06,1,7.41E-06
21370,"in-person,",1,7.41E-06,1,7.41E-06
21371,GetÂ everything,1,7.41E-06,1,7.41E-06
21372,"Joe Biden was very disrespectful to President Obama at last nightâ€™s debate when he said that he, Joe, â€œwas Vice President, not President,â€ when trying to make excuses for their failed immigration policies. I wonder what â€œOâ€ was thinking when he heard that one?",1,7.41E-06,1,7.41E-06
21373,disrespectful,1,7.41E-06,1,7.41E-06
21374,nightâ€™s,1,7.41E-06,1,7.41E-06
21375,"he,",1,7.41E-06,1,7.41E-06
21376,"President,â€",1,7.41E-06,1,7.41E-06
21377,â€œOâ€,1,7.41E-06,1,7.41E-06
21378,"Biden said he is going to â€œtransition out of (fracking) by 2025â€. I hope Texas, Pennsylvania, Ohio, Oklahoma, North Dakota, and all of the rest were listening last night. High energy prices, massive jobs losses! Vote Trump.",1,7.41E-06,1,7.41E-06
21379,â€œtransition,1,7.41E-06,1,7.41E-06
21380,(fracking),1,7.41E-06,1,7.41E-06
21381,2025â€.,1,7.41E-06,1,7.41E-06
21382,"Dakota,",1,7.41E-06,1,7.41E-06
21383,losses!,1,7.41E-06,1,7.41E-06
21384,"Joe Bidenâ€™s response to the H1N1 Swine Flu, far less lethal than Covid 19, was one of the weakest and worst in the history of fighting epidemics and pandemics. It was pathetic, those involved have said. Joe didnâ€™t have a clue!",1,7.41E-06,1,7.41E-06
21385,weakest,1,7.41E-06,1,7.41E-06
21386,epidemics,1,7.41E-06,1,7.41E-06
21387,pandemics.,1,7.41E-06,1,7.41E-06
21388,"On the 37th anniversary of the horrendous attack on our United States Marines, Sailors, and Soldiers in Beirut, we honor the 241 heroes who lost their lives that day. We will NEVER forget them. Semper Fi!",1,7.41E-06,1,7.41E-06
21389,37th,1,7.41E-06,1,7.41E-06
21390,"Marines,",1,7.41E-06,1,7.41E-06
21391,"Sailors,",1,7.41E-06,1,7.41E-06
21392,Soldiers,1,7.41E-06,1,7.41E-06
21393,241,1,7.41E-06,1,7.41E-06
21394,Semper,1,7.41E-06,1,7.41E-06
21395,Fi!,1,7.41E-06,1,7.41E-06
21396,"THANK YOU to all of the Great American Patriots in The Villages, Florida! #MAGA https://t.co/CNEVwNroVE",1,7.41E-06,1,7.41E-06
21397,"Villages,",1,7.41E-06,1,7.41E-06
21398,https://t.co/CNEVwNroVE,1,7.41E-06,1,7.41E-06
21399,"For years, Joe Biden fought to cut your Social Security and Medicareâ€”a fact which Joe falsely denied last night. This video (Joe Bidenâ€™s own words) was created by Bernie Sanders earlier this year to expose Joe Bidenâ€™s atrocious record and egregious lies! https://t.co/womMTc70RP",1,7.41E-06,1,7.41E-06
21400,Medicareâ€”a,1,7.41E-06,1,7.41E-06
21401,denied,1,7.41E-06,1,7.41E-06
